Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
"918 21st Ave North, Nashville, TN 37217",36.164243,-86.808398,0.9,rooftop,918,21st Ave N,,,Nashville,TN,Davidson County,37208,US,City of Nashville
"389 River Road, Decatur, TN 37322",35.520344,-84.792577,1,range_interpolation,389,River Rd,,,Decatur,TN,Meigs County,37322,US,TIGER/Line® dataset from the US Census Bureau
"1265 Union Ave, Memphis, TN 38104",35.136839,-90.019429,1,rooftop,1265,Union Ave,,,Memphis,TN,Shelby County,38104,US,City of Memphis
"3469 New Highway 68, Madisonville, TN 37354",35.518164,-84.416354,0.79,nearest_rooftop_match,3455,Hwy 68,,,Madisonville,TN,Monroe County,37354,US,Statewide
"251 Majors Boulevard, Lynchburg, TN 37352",35.281452,-86.378217,1,rooftop,251,Majors Blvd,,,Lynchburg,TN,Moore County,37352,US,Statewide
"1103 Knoxville Highway, Wartburg, TN 37887",36.103452,-84.586306,1,range_interpolation,1103,Knoxville Hwy,,,Wartburg,TN,Morgan County,37887,US,TIGER/Line® dataset from the US Census Bureau
"1 Titans Way, Nashville, TN 37213",36.166554,-86.771358,1,rooftop,1,Titans Way,,,Nashville,TN,Davidson County,37213,US,City of Nashville
"450 NorthCrest Drive Suite 450, Springfield, TN 37172",36.51351,-86.888624,0.33,place,,,Ste,450,Springfield,TN,Robertson County,37172,US,TIGER/Line® dataset from the US Census Bureau
"2536 Highway 49 Suite 110, Pleasant View, TN 37146",36.398418,-87.030426,0.9,range_interpolation,2536,State Hwy 49,Ste,110,Pleasant View,TN,Cheatham County,37146,US,TIGER/Line® dataset from the US Census Bureau
"1008 Mount Zion Road, Union City, TN 38261",36.443191,-89.064536,1,rooftop,1008,Mt Zion Rd,,,Union City,TN,Obion County,38261,US,Statewide
"5880 Bradford Hicks Drive, Livingston, TN 38570",36.398528,-85.323917,1,rooftop,5880,Bradford Hicks Dr,,,Livingston,TN,Overton County,38570,US,Statewide
"31 Medical Drive, Linden, TN 37096",35.61403,-87.839771,1,rooftop,31,Medical Dr,,,Linden,TN,Perry County,37096,US,Statewide
"2650 Executive Park NW, Suite 5, Cleveland, TN 37311",35.200601,-84.884205,0.5,street_center,,Executive Park Dr,Ste,5,Cleveland,TN,Bradley County,37312,US,TIGER/Line® dataset from the US Census Bureau
"840 Cherokee Trail, Copperhill, TN 37317",35.026678,-84.397567,1,rooftop,840,Cherokee Trl,,,Copperhill,TN,Polk County,37317,US,Statewide
"2279 Parksville Road, Benton, TN 37307",35.16913,-84.6387,1,rooftop,2279,Parksville Rd,,,Benton,TN,Polk County,37307,US,Statewide
"701 County Services Drive, Cookeville, TN 38501",36.149453,-85.5227,1,rooftop,701,County Services Dr,,,Cookeville,TN,Putnam County,38501,US,Putnam
"254 Ren Mar Drive, Suite 100, Pleasant View, TN 37146",36.402067,-87.032016,0.33,place,,,Ste,100,Pleasant View,TN,Cheatham County,37146,US,TIGER/Line® dataset from the US Census Bureau
"344 Eagle Lane, Evensville, TN 37332",35.590733,-84.936,1,rooftop,344,Eagle Ln,,,Evensville,TN,Rhea County,37332,US,Statewide
"22024 Rhea County Highway, Spring City, TN 37381",35.685292,-84.865796,1,rooftop,22024,Rhea County Hwy,,,Spring City,TN,Rhea County,37381,US,Statewide
"Reah County Highway, Suite 1, Spring City, TN 37381",35.693499,-84.819767,1,place,,,,,Spring City,TN,Rhea County,37381,US,TIGER/Line® dataset from the US Census Bureau
"7794 Rhea County Highway, Suite 102, Dayton, TN 37321",35.514159,-84.998353,1,range_interpolation,7794,Rhea County Hwy,Ste,102,Dayton,TN,Rhea County,37321,US,TIGER/Line® dataset from the US Census Bureau
"1362 North Gateway Avenue, Rockwood, TN 37854",35.878703,-84.66842,1,range_interpolation,1362,N Gateway Ave,,,Rockwood,TN,Roane County,37854,US,TIGER/Line® dataset from the US Census Bureau
"800 South Brown Street, Springfield, TN 37172",36.596945,-86.909745,0.6,street_center,,State Rte 25,,,Springfield,TN,Robertson County,37172,US,TIGER/Line® dataset from the US Census Bureau
"100 West Burton Street, Murfreesboro, TN 37130",35.849547,-86.391627,1,rooftop,100,W Burton St,,,Murfreesboro,TN,Rutherford County,37130,US,City of Murfreesboro
"108 David Collins Drive, Smyrna, TN 37167",35.984289,-86.522416,1,rooftop,108,David Collins Dr,,,Smyrna,TN,Rutherford County,37167,US,City of Murfreesboro
"344 Court Street, Huntsville, TN 37756",36.410366,-84.490383,1,range_interpolation,344,Court St,,,Huntsville,TN,Scott County,37756,US,TIGER/Line® dataset from the US Census Bureau
"16939 Rankin Avenue, Dunlap, TN 37327",35.387893,-85.380223,0.8,nearest_rooftop_match,16931,Rankin Ave,,,Dunlap,TN,Sequatchie County,37327,US,Statewide
"181 Powell Valley School Lane, Speedwell, TN 37870",36.5091,-83.78744,1,range_interpolation,181,Powell Valley School Rd,,,Speedwell,TN,Claiborne County,37870,US,TIGER/Line® dataset from the US Census Bureau
"719 Middle Creek Road, Sevierville, TN 37862",35.854418,-83.539006,1,rooftop,719,Middle Creek Rd,,,Sevierville,TN,Sevier County,37862,US,Sevier
"251 Alford Way, Carthage, TN 37030",36.276278,-85.95174,0.33,place,,,,,Carthage,TN,Smith County,37030,US,TIGER/Line® dataset from the US Census Bureau
"1021 Spring Street, Dover, TN 37058",36.479965,-87.820397,1,range_interpolation,1021,Spring St,,,Dover,TN,Stewart County,37058,US,TIGER/Line® dataset from the US Census Bureau
"933 W Race Street, Kingston, TN 37763",35.885993,-84.52263,1,range_interpolation,933,W Race St,,,Kingston,TN,Roane County,37763,US,TIGER/Line® dataset from the US Census Bureau
"1005 Union School Road, Gallatin, TN 37066",36.405984,-86.444676,1,range_interpolation,1005,Union School Rd,,,Gallatin,TN,Sumner County,37066,US,TIGER/Line® dataset from the US Census Bureau
"351 New Shackle Island Road, Hendersonville, TN 37075",36.323884,-86.62044,1,range_interpolation,351,New Shackle Island Rd,,,Hendersonville,TN,Sumner County,37075,US,TIGER/Line® dataset from the US Census Bureau
"214 West Longview Dr, Portland, TN 37148",36.560674,-86.515367,1,range_interpolation,214,W Longview Dr,,,Portland,TN,Sumner County,37148,US,TIGER/Line® dataset from the US Census Bureau
"1501 W. Elk Ave, Elizabethton, TN 37643",36.345953,-82.249897,1,rooftop,1501,W Elk Ave,,,Elizabethton,TN,Carter County,37643,US,City of Johnson City
"951 N Broad St, Tazewell, TN 37879",36.446299,-83.584742,1,rooftop,951,N Broad St,,,Tazewell,TN,Claiborne County,37879,US,Statewide
"4700 Mueller Brass Road, Covington, TN 38019",35.536465,-89.651582,1,rooftop,4700,Mueller Brass Rd,,,Covington,TN,Tipton County,38019,US,Statewide
"2300 Patterson St, Nashville, TN 37203",36.154094,-86.809406,1,rooftop,2300,Patterson St,,,Nashville,TN,Davidson County,37203,US,City of Nashville
"541 East Main St, Hartsville, TN 37074",36.390625,-86.153256,1,rooftop,541,E Main St,,,Hartsville,TN,Trousdale County,37074,US,Statewide
"615 Wilson Ave, Tullahoma, TN 37388",35.365013,-86.224508,1,rooftop,615,Wilson Ave,,,Tullahoma,TN,Coffee County,37388,US,Statewide
"2030 Temple Hill Rd, Erwin, TN 37650",36.119448,-82.446559,1,range_interpolation,2030,Temple Hill Rd,,,Erwin,TN,Unicoi County,37650,US,TIGER/Line® dataset from the US Census Bureau
"101 Okolona Drive, Erwin, TN 37650",36.137271,-82.408065,1,rooftop,101,Okolona Dr,,,Erwin,TN,Unicoi County,37650,US,City of Johnson City
"4335 Maynardville Highway, Maynardville, TN 37807",36.251842,-83.798205,1,range_interpolation,4335,Maynardville Hwy,,,Maynardville,TN,Union County,37807,US,TIGER/Line® dataset from the US Census Bureau
"907 Old Mcminnville Street, Spencer, TN 38585",35.746932,-85.467977,1,rooftop,907,Old Mcminnville St,,,Spencer,TN,Van Buren County,38585,US,Statewide
"2104 Dayton Ave, Nashville, TN 37210",36.126827,-86.744626,1,range_interpolation,2104,Dayton Ave,,,Nashville,TN,Davidson County,37210,US,TIGER/Line® dataset from the US Census Bureau
"134 Pewitt Dr Suite 200, Brentwood, TN 37027",36.034839,-86.786688,1,rooftop,134,Pewitt Dr,Ste,200,Brentwood,TN,Williamson County,37027,US,City of Brentwood
"1834 W McEwen Dr Suite 110, Franklin, TN 37067",35.934325,-86.822863,1,rooftop,1834,W McEwen Dr,Ste,110,Franklin,TN,Williamson County,37067,US,Franklin
"919 Murfreesboro Rd, Franklin, TN 37064",35.917506,-86.841158,1,rooftop,919,Murfreesboro Rd,,,Franklin,TN,Williamson County,37064,US,Franklin
"940 Oldham Dr, Nolensville, TN 37135",35.961326,-86.67052,1,rooftop,940,Oldham Dr,,,Nolensville,TN,Williamson County,37135,US,Williamson
"3098 Campbell Station Pkwy Suite 100, Spring Hill, TN 37174",35.774414,-86.910661,1,rooftop,3098,Campbell Station Pkwy,Ste,100,Spring Hill,TN,Williamson County,37174,US,City of Spring Hill
"4534 Harding Pike, Nashville, TN 37205",36.124605,-86.848377,1,range_interpolation,4534,Harding Pike,,,Nashville,TN,Davidson County,37205,US,TIGER/Line® dataset from the US Census Bureau
"7069-B, Highway 70 S., Nashville, TN 37221",36.074259,-86.921134,1,range_interpolation,7069,Hwy 70 S,Apt,#NAME?,Nashville,TN,Davidson County,37221,US,TIGER/Line® dataset from the US Census Bureau
"2608 Eighth Avenue S., Suite 102A, Nashville, TN 37204",36.121351,-86.775194,1,rooftop,2608,8th Ave S,Ste,102A,Nashville,TN,Davidson County,37204,US,City of Nashville
"64 Belinda Pkwy Suite 200A, Mt. Juliet, TN 37122",36.171179,-86.506673,1,rooftop,64,Belinda Pkwy,Ste,200A,Mount Juliet,TN,Wilson County,37122,US,Statewide
"300 Steam Plant Rd Suite 430, Gallatin, TN 37066",36.390755,-86.432683,1,range_interpolation,300,Steam Plant Rd,Ste,430,Gallatin,TN,Sumner County,37066,US,TIGER/Line® dataset from the US Census Bureau
"140 Sparta Street, Mcminnville, TN 37110",35.681367,-85.770194,0.9,range_interpolation,140,Sparta St,,,McMinnville,TN,Warren County,37110,US,TIGER/Line® dataset from the US Census Bureau
"219 Princeton Road, Johnson City, TN 37601",36.349225,-82.374528,1,rooftop,219,Princeton Rd,,,Johnson City,TN,Washington County,37601,US,City of Johnson City
"725 South Main Street, Waynesboro, TN 38485",35.30239,-87.76237,1,rooftop,725,S Main St,,,Waynesboro,TN,Wayne County,38485,US,Statewide
"9852 State Highway 22, Dresden, TN 38225",36.293564,-88.741378,1,rooftop,9852,Hwy 22,,,Dresden,TN,Weakley County,38225,US,Statewide
"31 Physicians Drive, Jackson, TN 38351",35.68302,-88.851798,0.9,rooftop,31,Physicians Dr,,,Jackson,TN,Madison County,38305,US,Statewide
"200 School St, White Bluff, TN 37187",36.118869,-87.223374,0.6,street_center,,School Rd,,,White Bluff,TN,Dickson County,37187,US,TIGER/Line® dataset from the US Census Bureau
"135 Walker Street, Sparta, TN 38583",35.927766,-85.458913,1,rooftop,135,Walker St,,,Sparta,TN,White County,38583,US,Statewide
"2629 Fairview Blvd, Fairview, TN 37062",35.948382,-87.143869,1,rooftop,2629,Fairview Blvd,,,Fairview,TN,Williamson County,37062,US,Williamson
"1324 West Main Street, Franklin, TN 37064",35.914911,-86.884521,1,rooftop,1324,W Main St,,,Franklin,TN,Williamson County,37064,US,Franklin
"1106 Elliston Way, Thompsons Station, TN 37179",35.827452,-86.88585,1,rooftop,1106,Elliston Way,,,Thompson's Station,TN,Williamson County,37179,US,Williamson
"927 East Baddour Parkway, Lebanon, TN 37087",36.20319,-86.275709,1,range_interpolation,927,E Baddour Pkwy,,,Lebanon,TN,Wilson County,37087,US,TIGER/Line® dataset from the US Census Bureau
"9005 US-64 #101, Arlington, TN 38002",35.202618,-89.76268,0.8,rooftop,9005,US Highway 64,#,101,Cordova,TN,Shelby County,38016,US,City of Memphis
"1 Stonebridge Church Dr, The Woodlands, TX 77382",30.220589,-95.542864,1,rooftop,1,Stonebridge Church Dr,,,Spring,TX,Montgomery County,77382,US,Montgomery
"2500 Victory Ave, Dallas, TX 75201",32.790304,-96.8102,0.9,rooftop,2500,Victory Ave,,,Dallas,TX,Dallas County,75219,US,Dallas
"13435 US HWY 183 N, Austin, TX 78750",30.448278,-97.78795,0.9,rooftop,13435,N US 183 Hwy,,,Austin,TX,Williamson County,78729,US,Capcog
"3563 Far West Blvd, Austin, TX 78731",30.352929,-97.753943,1,rooftop,3563,Far West Blvd,,,Austin,TX,Travis County,78731,US,Capcog
"1801 E 51st St Bldg H, Austin, TX 78723",30.301785,-97.698664,1,rooftop,1801,E 51st St,Bldg,H,Austin,TX,Travis County,78723,US,Capcog
"4014 South Lamar Blvd, Austin, TX 78704",30.308085,-97.741438,0.9,range_interpolation,4014,S Lamar Blvd,,,Austin,TX,Travis County,78756,US,TIGER/Line® dataset from the US Census Bureau
Not Listed,0,0,0,,,,,,,,,,,
"2401 S 31st St., Temple, TX 76508",31.081444,-97.360878,0.9,rooftop,2401,S 31st St,,,Temple,TX,Bell County,76504,US,City of Temple
"425 Univeristy Blvd, Round Rock, TX 78665",30.559223,-97.681036,1,rooftop,425,University Blvd,,,Round Rock,TX,Williamson County,78665,US,Capcog
"1815 S 31st , Temple, TX 76508",31.082717,-97.362871,1,rooftop,1815,S 31st St,,,Temple,TX,Bell County,76508,US,Bell
"5251 West US Highway 290, Austin, TX 78735",30.236887,-97.833322,0.9,range_interpolation,5251,W Us Highway 290,,,Austin,TX,Travis County,78735,US,TIGER/Line® dataset from the US Census Bureau
"3401 SE 10th Ave, Amarillo, TX 79104",35.204703,-101.874779,0.7,rooftop,3401,SW 10th Ave,,,Amarillo,TX,Potter County,79106,US,City of Amarillo
"13755 S. Main St., Houston, TX 77035",29.632107,-95.488789,1,rooftop,13755,S Main St,,,Houston,TX,Harris County,77035,US,Greater Houston
"10058 Long Point Rd, Houston, TX 77055",29.794989,-95.542423,0.9,rooftop,10058,Long Point Rd,,,Houston,TX,Harris County,77080,US,City of Houston
"5230 Aldine Mail Rte Rd, Houston, TX 77039",29.901972,-95.313447,1,rooftop,5230,Aldine Mail Rd,,,Houston,TX,Harris County,77039,US,Greater Houston
"701 S Stemmons Fwy, Lewisville, TX 75067",33.037716,-97.004326,1,rooftop,701,S Stemmons Fwy,,,Lewisville,TX,Denton County,75067,US,Denton
"4200 South Fwy. #106, Fort Worth, TX 76115",32.686487,-97.324955,1,rooftop,4200,S Fwy,#,106,Fort Worth,TX,Tarrant County,76115,US,Tarrant County
"5202 82nd St, Lubbock, TX 79424",33.520095,-101.922867,1,rooftop,5202,82nd St,,,Lubbock,TX,Lubbock County,79424,US,Lubbock
"7601 Quaker Ave, Lubbock, TX 79424",33.524297,-101.904599,1,rooftop,7601,Quaker Ave,,,Lubbock,TX,Lubbock County,79424,US,Lubbock
"1500 Red River Street, Austin, TX 78701",30.276433,-97.734375,1,rooftop,1500,Red River St,,,Austin,TX,Travis County,78701,US,Capcog
"9191 S Polk St., Dallas, TX 75232",32.63792,-96.843105,1,rooftop,9191,S Polk St,,,Dallas,TX,Dallas County,75232,US,Dallas
"5726 West Hausman Road, Suite 112, San Antonio, TX 78248",29.571039,-98.599952,0.9,rooftop,5726,W Hausman Rd,Ste,112,San Antonio,TX,Bexar County,78249,US,City of San Antonio
"4515 Marsha Sharp Fwy, Lubbock, TX 79407",33.571747,-101.908118,0.9,rooftop,4515,Marsha Sharp Fwy,,,Lubbock,TX,Lubbock County,79410,US,Lubbock
"7001 Culebra Rd, San Antonio, TX 78238",29.452502,-98.624874,1,rooftop,7001,Culebra Rd,,,San Antonio,TX,Bexar County,78238,US,City of San Antonio
"4412 Kell West Blvd, Wichita Falls, TX 76309",33.876309,-98.558412,1,range_interpolation,4412,Kell Blvd,,,Wichita Falls,TX,Wichita County,76309,US,TIGER/Line® dataset from the US Census Bureau
Not Listed,0,0,0,,,,,,,,,,,
"21216 Northwest Fwy Ste 220, Cypress, TX 77429",29.925609,-95.633075,1,rooftop,21216,Northwest Fwy,Ste,220,Cypress,TX,Harris County,77429,US,City of Houston
"10970 Shadow Creek Pkwy Ste 190, Pearland, TX 77584",29.577855,-95.394828,1,rooftop,10970,Shadow Creek Pkwy,Ste,190,Pearland,TX,Brazoria County,77584,US,Brazoria
"605 Holderrieth Blvd, Tomball, TX 77375",30.086905,-95.623727,1,rooftop,605,Holderrieth Blvd,,,Tomball,TX,Harris County,77375,US,Greater Houston
"1509 W Loop 281, Longview, TX 75604",32.528736,-94.778153,1,rooftop,1509,W Loop 281,,,Longview,TX,Gregg County,75604,US,City of Longview
"711 East End Blvd S, Marshall, TX 75670",32.539727,-94.349544,1,range_interpolation,711,E End Blvd S,,,Marshall,TX,Harrison County,75670,US,TIGER/Line® dataset from the US Census Bureau
"5220 South East Loop 286, Paris, TX 75462",33.680451,-95.490539,0.33,place,,,,,Paris,TX,Lamar County,75462,US,TIGER/Line® dataset from the US Census Bureau
"4701 W 7th St, Wake Village, TX 75501",33.417411,-94.102148,1,rooftop,4701,W 7th St,,,Texarkana,TX,Bowie County,75501,US,Statewide Partial
Not Listed,0,0,0,,,,,,,,,,,
"1500 S Main St, Fort Worth, TX 76104",32.727062,-97.328124,1,rooftop,1500,S Main St,,,Fort Worth,TX,Tarrant County,76104,US,Tarrant County
"3811 Lyons Ave., Houston, TX 77020",29.776227,-95.331685,1,rooftop,3811,Lyons Ave,,,Houston,TX,Harris County,77020,US,City of Houston
"1415 California St., Houston, TX 77006",29.744983,-95.394107,1,rooftop,1415,California St,,,Houston,TX,Harris County,77006,US,Greater Houston
"450 North 11th St., Beaumont, TX 77702",30.085127,-94.129732,1,rooftop,450,N 11th St,,,Beaumont,TX,Jefferson County,77702,US,Jefferson
"6441 High Star Dr., Houston, TX 77074",29.710412,-95.495613,1,rooftop,6441,High Star Dr,,,Houston,TX,Harris County,77074,US,Greater Houston
"3820 N Shepherd Dr Suite A, Houston, TX 77018",29.821813,-95.409768,1,rooftop,3820,N Shepherd Dr,Ste,A,Houston,TX,Harris County,77018,US,City of Houston
"17685 TX-249, Houston, TX 77064",29.958083,-95.545208,1,rooftop,17685,Tomball Pkwy,,,Houston,TX,Harris County,77064,US,Harris
"6602 Mapleridge St., Houston, TX 77081",29.708943,-95.474527,1,rooftop,6602,Mapleridge St,,,Houston,TX,Harris County,77081,US,Greater Houston
"2636 W Walnut St, Garland, TX 75042",32.916152,-96.668761,1,rooftop,2636,W Walnut St,,,Garland,TX,Dallas County,75042,US,City of Garland
"9709 Bruton Rd. , Dallas, TX 75217",32.749134,-96.655212,1,rooftop,9709,Bruton Rd,,,Dallas,TX,Dallas County,75217,US,Dallas
"1111 S Irving Heights Dr, Irving, TX 75060",32.801496,-96.926051,1,rooftop,1111,S Irving Heights Dr,,,Irving,TX,Dallas County,75060,US,Dallas
"9991 Marsh Ln. #100, Dallas, TX 75220",32.880076,-96.856573,0.9,rooftop,9991,Marsh Ln,#,100,Dallas,TX,Dallas County,75229,US,Dallas
"490 IH-10 north, I-10 Frontage Rd #100, Beaumont, TX 77707",30.073251,-94.135685,1,rooftop,490,Interstate Highway 10 S,#,100,Beaumont,TX,Jefferson County,77707,US,Jefferson
"20403 Farm to Market Rd 529 #200, Cypress, TX 77433",29.879578,-95.720147,1,range_interpolation,20403,Farm To Market Rd 529,#,200,Cypress,TX,Harris County,77433,US,TIGER/Line® dataset from the US Census Bureau
"6812 Harrisburg Blvd., Houston, TX 77011",29.735996,-95.306272,1,rooftop,6812,Harrisburg Blvd,,,Houston,TX,Harris County,77011,US,City of Houston
"4659 Cohen Dr, suite B, El Paso, TX 77039",31.893308,-106.435779,0.9,rooftop,4659,Cohen Ave,Ste,B,El Paso,TX,El Paso County,79924,US,El Paso
"3201 W. Saner Ave, Dallas, TX 75233",32.713755,-96.873396,1,rooftop,3201,W Saner Ave,,,Dallas,TX,Dallas County,75233,US,Dallas
"7800 Preston Rd. #300, Plano, TX 75024",33.082276,-96.799256,1,rooftop,7800,Preston Rd,#,300,Plano,TX,Collin County,75024,US,Plano
"7777 Forest Ln Ste A-250, Dallas, TX 75230",32.910051,-96.773247,1,rooftop,7777,Forest Ln,Ste,A-250,Dallas,TX,Dallas County,75230,US,Dallas
"3535 S Interstate 35 E, Denton, TX 76210",33.177363,-97.090886,1,rooftop,3535,S I35 E,,,Denton,TX,Denton County,76210,US,Denton
"6800 N MacArthur Blvd, Irving, TX 75039",32.902139,-96.957008,1,rooftop,6800,N Macarthur Blvd,,,Irving,TX,Dallas County,75039,US,Dallas
"500 W Main St, Lewisville, TX 75057",33.044374,-97.00451,1,rooftop,500,W Main St,,,Lewisville,TX,Denton County,75057,US,Denton
"3901 W 15th St, Plano, TX 75075",33.021676,-96.766206,1,rooftop,3901,W 15th St,,,Plano,TX,Collin County,75075,US,Plano
